"year","age","eqwlth","conlegis","degree","racehisp"
2010,68,2,"Hardly any","HS Diploma","White"
2010,56,3,"Hardly any","Some College","White"
2010,55,3,"Only some","Bachelor's Degree","White"
2010,81,7,"Hardly any","Bachelor's Degree","White"
2010,44,6,NA,"Less than HS","White"
2010,36,4,"Only some","Less than HS","White"
2010,67,3,"Only some","Grad/Prof Degree","White"
2010,21,5,"A great deal","HS Diploma","Black"
2010,56,3,"Hardly any","Less than HS","White"
2010,86,4,"Only some","HS Diploma","White"
2010,84,4,"Only some","HS Diploma","White"
2010,47,5,"Only some","Grad/Prof Degree","White"
2010,89,2,"Hardly any","HS Diploma","White"
2010,34,6,"Only some","HS Diploma","Hispanic"
2010,70,3,"Hardly any","HS Diploma","White"
2010,89,5,"Only some","HS Diploma","White"
2010,53,3,"Only some","HS Diploma","White"
2010,44,6,"Only some","HS Diploma","White"
2010,71,1,"Hardly any","HS Diploma","White"
2010,49,7,"Hardly any","HS Diploma","White"
2010,63,4,"Hardly any","HS Diploma","White"
2010,77,1,"Only some","HS Diploma","White"
2010,27,1,"Hardly any","Less than HS","Hispanic"
2010,44,7,"Hardly any","Some College","White"
2010,52,7,"A great deal","HS Diploma","White"
2010,25,5,NA,"HS Diploma","White"
2010,74,7,"Hardly any","Some College","White"
2010,36,3,"Hardly any","HS Diploma","White"
2010,61,4,"Hardly any","HS Diploma","White"
2010,52,4,"Only some","HS Diploma","White"
2010,82,5,"Hardly any","Less than HS","Hispanic"
2010,88,5,"Hardly any","HS Diploma","White"
2010,38,7,"Only some","Less than HS","Hispanic"
2010,23,1,"Only some","HS Diploma","Hispanic"
2010,40,1,"A great deal","Less than HS","White"
2010,26,1,NA,"Less than HS","White"
2010,75,7,"Hardly any","Less than HS","White"
2010,46,7,"Hardly any","HS Diploma","White"
2010,70,7,"Hardly any","HS Diploma","White"
2010,60,1,"Only some","Bachelor's Degree","White"
2010,59,7,"A great deal","Bachelor's Degree","White"
2010,42,5,"Only some","HS Diploma","Other"
2010,29,4,"A great deal","Less than HS","Black"
2010,83,5,"Hardly any","Less than HS","White"
2010,72,2,"Only some","Grad/Prof Degree","White"
2010,52,6,"Only some","Grad/Prof Degree","White"
2010,56,7,"Hardly any","HS Diploma","White"
2010,28,1,"Hardly any","HS Diploma","White"
2010,48,2,"Only some","HS Diploma","Hispanic"
2010,20,2,"A great deal","HS Diploma","White"
2010,52,5,"Hardly any","HS Diploma","White"
2010,30,4,"Only some","HS Diploma","White"
2010,49,5,"Only some","HS Diploma","White"
2010,60,7,"Hardly any","Less than HS","White"
2010,31,4,"Hardly any","HS Diploma","White"
2010,33,3,"Only some","HS Diploma","White"
2010,69,1,"Hardly any","Bachelor's Degree","White"
2010,69,7,"Hardly any","HS Diploma","White"
2010,62,6,"Hardly any","Bachelor's Degree","White"
2010,28,3,"Only some","Bachelor's Degree","White"
2010,29,2,"Only some","Grad/Prof Degree","White"
2010,44,3,"Hardly any","HS Diploma","White"
2010,33,6,"Only some","HS Diploma","White"
2010,19,3,"Only some","HS Diploma","White"
2010,37,3,"Hardly any","Less than HS","White"
2010,50,1,"Hardly any","HS Diploma","White"
2010,57,1,"Hardly any","Grad/Prof Degree","White"
2010,19,3,"Only some","HS Diploma","White"
2010,59,3,"Hardly any","HS Diploma","White"
2010,68,5,"Hardly any","HS Diploma","White"
2010,28,1,"Hardly any","Less than HS","Black"
2010,33,3,"Hardly any","HS Diploma","White"
2010,40,3,"Hardly any","Less than HS","White"
2010,59,5,"Only some","Bachelor's Degree","White"
2010,25,2,"A great deal","Less than HS","White"
2010,54,3,"Hardly any","HS Diploma","White"
2010,26,1,"Only some","Bachelor's Degree","Other"
2010,22,7,"Only some","HS Diploma","White"
2010,22,6,"Hardly any","HS Diploma","White"
2010,40,6,"Only some","Grad/Prof Degree","White"
2010,35,6,"Hardly any","Bachelor's Degree","White"
2010,67,4,"Only some","HS Diploma","White"
2010,56,7,"Hardly any","Bachelor's Degree","White"
2010,32,2,"A great deal","Some College","Black"
2010,80,7,"Hardly any","HS Diploma","White"
2010,47,1,"Hardly any","Some College","White"
2010,28,1,"Hardly any","HS Diploma","White"
2010,53,7,"Hardly any","HS Diploma","White"
2010,65,7,"Hardly any","Grad/Prof Degree","White"
2010,19,3,"Only some","HS Diploma","Black"
2010,81,5,"Only some","HS Diploma","White"
2010,26,3,"A great deal","Less than HS","White"
2010,74,4,"Hardly any","HS Diploma","White"
2010,63,6,"Hardly any","Grad/Prof Degree","White"
2010,53,5,"Only some","Bachelor's Degree","White"
2010,63,2,"Only some","Grad/Prof Degree","White"
2010,34,7,"Only some","Grad/Prof Degree","White"
2010,59,6,"Hardly any","Grad/Prof Degree","Black"
2010,58,3,"Only some","HS Diploma","White"
2010,84,1,"Hardly any","Some College","White"
2010,56,3,"Hardly any","Some College","White"
2010,56,3,"Hardly any","Less than HS","White"
2010,30,3,"A great deal","Grad/Prof Degree","White"
2010,39,7,"Hardly any","Less than HS","Black"
2010,43,5,"A great deal","HS Diploma","White"
2010,62,2,"Hardly any","Some College","Black"
2010,24,1,"Hardly any","HS Diploma","White"
2010,61,7,"Hardly any","HS Diploma","White"
2010,45,3,"Only some","HS Diploma","White"
2010,27,5,"Only some","Some College","White"
2010,72,5,"Hardly any","Bachelor's Degree","White"
2010,58,4,"A great deal","Bachelor's Degree","White"
2010,49,3,"Only some","Grad/Prof Degree","White"
2010,57,7,"Hardly any","Grad/Prof Degree","White"
2010,44,5,"Hardly any","HS Diploma","White"
2010,39,7,"Only some","HS Diploma","White"
2010,39,7,"Hardly any","Bachelor's Degree","White"
2010,59,3,"Hardly any","HS Diploma","White"
2010,59,2,"Only some","HS Diploma","Black"
2010,44,2,"Only some","HS Diploma","White"
2010,38,4,"Hardly any","Grad/Prof Degree","White"
2010,19,2,"Only some","HS Diploma","White"
2010,25,5,"Only some","HS Diploma","Hispanic"
2010,27,3,"Only some","Less than HS","White"
2010,63,1,"Only some","Grad/Prof Degree","White"
2010,49,5,"Hardly any","Some College","Black"
2010,51,1,"Only some","HS Diploma","Black"
2010,28,5,"Only some","HS Diploma","White"
2010,83,5,"Hardly any","Bachelor's Degree","White"
2010,41,4,"Only some","Grad/Prof Degree","Black"
2010,22,4,"Only some","HS Diploma","White"
2010,58,5,"Hardly any","Grad/Prof Degree","White"
2010,57,4,"Only some","HS Diploma","White"
2010,60,7,"Hardly any","HS Diploma","White"
2010,40,5,"Only some","Some College","White"
2010,49,1,"Hardly any","HS Diploma","White"
2010,23,5,"A great deal","Bachelor's Degree","White"
2010,65,7,"Hardly any","HS Diploma","White"
2010,52,5,"Hardly any","HS Diploma","Black"
2010,25,7,"Hardly any","HS Diploma","White"
2010,34,3,"Only some","Grad/Prof Degree","White"
2010,67,7,"Hardly any","HS Diploma","White"
2010,50,7,"Hardly any","Bachelor's Degree","White"
2010,46,7,"Hardly any","HS Diploma","White"
2010,66,5,"Hardly any","HS Diploma","White"
2010,23,4,"Only some","HS Diploma","White"
2010,25,7,"Only some","HS Diploma","White"
2010,74,3,"Hardly any","Bachelor's Degree","White"
2010,53,3,"Hardly any","Grad/Prof Degree","White"
2010,44,2,"Hardly any","Grad/Prof Degree","White"
2010,39,3,"Only some","HS Diploma","White"
2010,25,1,"A great deal","Bachelor's Degree","Black"
2010,59,4,"Only some","Grad/Prof Degree","White"
2010,87,4,"Only some","HS Diploma","White"
2010,46,5,"A great deal","HS Diploma","White"
2010,35,7,"Hardly any","Bachelor's Degree","White"
2010,53,7,"Hardly any","Bachelor's Degree","White"
2010,55,1,"Hardly any","Less than HS","White"
2010,52,3,"Only some","HS Diploma","White"
2010,74,3,"Only some","HS Diploma","White"
2010,89,1,"Hardly any","HS Diploma","White"
2010,74,7,"Hardly any","Bachelor's Degree","White"
2010,46,2,"Only some","Less than HS","White"
2010,84,4,"Hardly any","Less than HS","White"
2010,24,6,"Hardly any","HS Diploma","White"
2010,60,4,"Only some","HS Diploma","Black"
2010,54,1,"Only some","HS Diploma","White"
2010,56,3,"Only some","Some College","White"
2010,37,1,"Hardly any","HS Diploma","White"
2010,51,1,"Only some","HS Diploma","White"
2010,67,5,"Only some","HS Diploma","White"
2010,58,4,"Only some","HS Diploma","White"
2010,19,3,"Only some","HS Diploma","White"
2010,45,4,"Hardly any","HS Diploma","White"
2010,38,2,"Hardly any","HS Diploma","White"
2010,27,1,"Only some","HS Diploma","White"
2010,46,6,"Only some","Grad/Prof Degree","White"
2010,67,4,"Only some","HS Diploma","White"
2010,50,2,"Only some","HS Diploma","White"
2010,62,5,"Only some","Bachelor's Degree","White"
2010,41,3,"Only some","HS Diploma","Black"
2010,29,4,"Only some","Grad/Prof Degree","White"
2010,22,6,"Hardly any","HS Diploma","White"
2010,75,1,"Only some","Less than HS","Black"
2010,50,3,"Hardly any","HS Diploma","Black"
2010,66,3,"Only some","Some College","White"
2010,23,5,"Hardly any","HS Diploma","White"
2010,67,4,"Only some","Less than HS","White"
2010,36,5,"A great deal","HS Diploma","White"
2010,48,2,"Only some","HS Diploma","Black"
2010,39,1,"Only some","HS Diploma","Black"
2010,28,5,"Only some","HS Diploma","Black"
2010,62,7,"Only some","Less than HS","Black"
2010,36,1,"A great deal","HS Diploma","Black"
2010,68,6,"Hardly any","HS Diploma","White"
2010,59,4,"Only some","Some College","White"
2010,80,7,"Hardly any","Some College","White"
2010,46,1,"Only some","HS Diploma","White"
2010,26,4,"Only some","HS Diploma","White"
2010,63,7,"Hardly any","Some College","White"
2010,25,7,"Only some","Bachelor's Degree","White"
2010,68,4,"Only some","Less than HS","White"
2010,42,4,"Only some","HS Diploma","White"
2010,19,4,"A great deal","Less than HS","Hispanic"
2010,89,5,"Hardly any","HS Diploma","White"
2010,78,4,"Hardly any","HS Diploma","White"
2010,54,3,"Hardly any","Some College","White"
2010,30,7,"Hardly any","HS Diploma","White"
2010,36,5,"Hardly any","Grad/Prof Degree","White"
2010,53,3,"Hardly any","Some College","White"
2010,57,3,"Hardly any","Grad/Prof Degree","White"
2010,40,5,"Only some","Bachelor's Degree","White"
2010,58,6,"Hardly any","Grad/Prof Degree","White"
2010,51,7,"Only some","HS Diploma","White"
2010,57,1,"Only some","HS Diploma","White"
2010,53,3,"Hardly any","Bachelor's Degree","White"
2010,48,1,"Only some","Some College","White"
2010,61,5,"Only some","HS Diploma","White"
2010,25,4,"Only some","Less than HS","White"
2010,58,3,"Only some","HS Diploma","White"
2010,63,1,"Only some","Less than HS","White"
2010,71,1,"Only some","HS Diploma","White"
2010,32,1,"Only some","HS Diploma","Other"
2010,19,1,"Hardly any","HS Diploma","White"
2010,21,3,"A great deal","HS Diploma","Black"
2010,28,6,"Only some","HS Diploma","Hispanic"
2010,37,7,"A great deal","HS Diploma","Black"
2010,75,6,"A great deal","Less than HS","Black"
2010,63,4,"Only some","HS Diploma","Black"
2010,26,4,"Only some","HS Diploma","Black"
2010,51,4,"A great deal","Less than HS","Black"
2010,21,1,"Only some","Less than HS","Black"
2010,54,1,"Only some","HS Diploma","Black"
2010,64,2,"Only some","Less than HS","Black"
2010,40,1,"Hardly any","Bachelor's Degree","Black"
2010,32,5,"Only some","HS Diploma","White"
2010,67,7,"Hardly any","HS Diploma","White"
2010,34,1,"Only some","HS Diploma","Black"
2010,54,6,"Hardly any","HS Diploma","White"
2010,68,2,"Hardly any","HS Diploma","White"
2010,47,4,"Only some","Some College","White"
2010,34,4,"Only some","Grad/Prof Degree","Black"
2010,58,4,"Hardly any","HS Diploma","White"
2010,46,1,"Only some","HS Diploma","Black"
2010,30,1,"Hardly any","Less than HS","Black"
2010,81,4,"Only some","Less than HS","Black"
2010,26,5,"Only some","Bachelor's Degree","White"
2010,52,3,"Only some","Bachelor's Degree","White"
2010,89,7,"Hardly any","Grad/Prof Degree","White"
2010,80,7,"Only some","HS Diploma","White"
2010,71,5,"Only some","Grad/Prof Degree","White"
2010,39,6,"Hardly any","Bachelor's Degree","White"
2010,36,7,"Hardly any","Bachelor's Degree","White"
2010,80,7,"Only some","Bachelor's Degree","White"
2010,72,6,"Only some","Grad/Prof Degree","White"
2010,26,3,"Only some","Bachelor's Degree","White"
2010,42,7,"Only some","Grad/Prof Degree","White"
2010,39,4,"Only some","Grad/Prof Degree","White"
2010,79,3,"Hardly any","Grad/Prof Degree","White"
2010,62,1,"Hardly any","Grad/Prof Degree","White"
2010,42,4,NA,"HS Diploma","White"
2010,47,5,"Hardly any","Bachelor's Degree","White"
2010,51,1,"Hardly any","Less than HS","White"
2010,31,4,"Only some","Bachelor's Degree","Black"
2010,35,1,"Only some","Bachelor's Degree","White"
2010,55,5,"Only some","HS Diploma","White"
2010,44,7,"Only some","Bachelor's Degree","White"
2010,51,3,"Only some","HS Diploma","Black"
2010,30,4,"Only some","Bachelor's Degree","White"
2010,47,1,"Only some","Grad/Prof Degree","White"
2010,65,7,"Hardly any","HS Diploma","White"
2010,32,4,"A great deal","HS Diploma","Hispanic"
2010,83,4,"Hardly any","Grad/Prof Degree","White"
2010,42,5,"Only some","HS Diploma","White"
2010,25,5,"Hardly any","Bachelor's Degree","Other"
2010,43,5,"Hardly any","HS Diploma","White"
2010,50,2,"Hardly any","HS Diploma","Black"
2010,70,5,NA,"Grad/Prof Degree","Black"
2010,27,3,"Only some","Bachelor's Degree","White"
2010,22,7,"Hardly any","HS Diploma","White"
2010,86,7,"Hardly any","Bachelor's Degree","White"
2010,45,7,"Hardly any","Bachelor's Degree","White"
2010,50,7,"Hardly any","Bachelor's Degree","White"
2010,40,7,"Hardly any","Bachelor's Degree","White"
2010,40,7,"Only some","Bachelor's Degree","Other"
2010,44,2,"Only some","Bachelor's Degree","White"
2010,53,3,"Hardly any","HS Diploma","White"
2010,29,7,"Only some","HS Diploma","White"
2010,58,7,"Hardly any","Bachelor's Degree","White"
2010,56,5,"Only some","HS Diploma","Other"
2010,24,3,"Hardly any","HS Diploma","Black"
2010,43,7,"Hardly any","Bachelor's Degree","White"
2010,37,6,"Hardly any","Grad/Prof Degree","White"
2010,41,4,"Hardly any","Some College","White"
2010,42,4,"Hardly any","Grad/Prof Degree","White"
2010,27,5,"Only some","Some College","Hispanic"
2010,35,5,"Only some","Bachelor's Degree","White"
2010,31,2,"Hardly any","Bachelor's Degree","White"
2010,31,6,"Only some","Grad/Prof Degree","White"
2010,28,6,"Hardly any","Bachelor's Degree","White"
2010,53,7,"Hardly any","Bachelor's Degree","White"
2010,30,1,"Only some","HS Diploma","Black"
2010,37,4,"Hardly any","Bachelor's Degree","White"
2010,49,4,"Only some","HS Diploma","Black"
2010,49,3,"Only some","HS Diploma","Black"
2010,57,4,"Only some","HS Diploma","Black"
2010,30,1,"Hardly any","HS Diploma","Black"
2010,37,4,"Only some","HS Diploma","White"
2010,56,5,"Only some","HS Diploma","White"
2010,56,5,"Hardly any","HS Diploma","White"
2010,47,7,"Hardly any","HS Diploma","White"
2010,53,7,"Hardly any","HS Diploma","White"
2010,45,5,"Only some","Bachelor's Degree","White"
2010,33,4,"Only some","Grad/Prof Degree","White"
2010,35,3,"Only some","Some College","White"
2010,54,5,"A great deal","HS Diploma","Hispanic"
2010,27,1,"Only some","HS Diploma","Hispanic"
2010,39,1,"Only some","Bachelor's Degree","Hispanic"
2010,28,1,"Only some","Some College","Hispanic"
2010,47,4,"Only some","Some College","Hispanic"
2010,49,1,"A great deal","Less than HS","Hispanic"
2010,26,3,"A great deal","Less than HS","Hispanic"
2010,55,1,NA,"Less than HS","Hispanic"
2010,43,3,"A great deal","HS Diploma","Hispanic"
2010,44,1,"A great deal","Some College","Hispanic"
2010,42,1,"Only some","Less than HS","Hispanic"
2010,49,7,"Only some","HS Diploma","Hispanic"
2010,38,1,"A great deal","Bachelor's Degree","Hispanic"
2010,19,4,"Only some","Less than HS","Hispanic"
2010,57,7,"Only some","HS Diploma","Other"
2010,63,5,"Only some","Less than HS","White"
2010,25,1,"Only some","HS Diploma","Hispanic"
2010,38,4,"A great deal","Less than HS","Hispanic"
2010,51,3,"A great deal","Less than HS","Hispanic"
2010,60,7,"Only some","Less than HS","Hispanic"
2010,49,6,"Only some","Less than HS","Hispanic"
2010,76,1,"Only some","Less than HS","Hispanic"
2010,23,7,"A great deal","HS Diploma","Hispanic"
2010,20,1,"Only some","HS Diploma","Hispanic"
2010,33,5,"Only some","HS Diploma","White"
2010,51,3,"Only some","Bachelor's Degree","White"
2010,38,3,"Hardly any","Less than HS","White"
2010,44,4,"Hardly any","HS Diploma","White"
2010,88,1,"Only some","HS Diploma","White"
2010,49,4,"A great deal","Less than HS","White"
2010,63,1,"Hardly any","HS Diploma","White"
2010,46,4,"A great deal","Some College","White"
2010,43,7,"Hardly any","Some College","Black"
2010,85,7,"Hardly any","HS Diploma","White"
2010,19,7,"Only some","HS Diploma","White"
2010,33,6,"Only some","HS Diploma","White"
2010,33,4,"Only some","HS Diploma","Hispanic"
2010,66,7,"A great deal","Less than HS","Black"
2010,25,6,"A great deal","Some College","White"
2010,24,5,"Only some","HS Diploma","White"
2010,26,2,"Hardly any","HS Diploma","White"
2010,65,2,"Hardly any","HS Diploma","White"
2010,18,4,"A great deal","Less than HS","Black"
2010,29,1,"Only some","Less than HS","White"
2010,81,5,"A great deal","HS Diploma","Black"
2010,28,4,"A great deal","HS Diploma","Black"
2010,47,3,"Hardly any","HS Diploma","White"
2010,32,7,"Only some","HS Diploma","White"
2010,29,3,"Only some","HS Diploma","Other"
2010,25,3,"Only some","HS Diploma","White"
2010,35,2,"Hardly any","Some College","White"
2010,58,3,"Only some","Bachelor's Degree","White"
2010,45,3,"Only some","Bachelor's Degree","White"
2010,32,2,"Only some","HS Diploma","White"
2010,33,2,"A great deal","Bachelor's Degree","White"
2010,74,7,"Hardly any","Some College","White"
2010,35,5,"Hardly any","HS Diploma","White"
2010,55,6,"Hardly any","HS Diploma","White"
2010,69,1,"Only some","HS Diploma","White"
2010,34,7,"Only some","Bachelor's Degree","Other"
2010,25,6,NA,"HS Diploma","White"
2010,32,2,"Only some","HS Diploma","White"
2010,34,4,"Only some","Some College","White"
2010,55,5,"Only some","HS Diploma","White"
2010,36,5,"Only some","HS Diploma","White"
2010,27,3,"Only some","HS Diploma","White"
2010,28,2,"Only some","HS Diploma","White"
2010,29,4,"Only some","Less than HS","White"
2010,84,1,"Only some","Less than HS","White"
2010,31,7,"Hardly any","HS Diploma","White"
2010,72,4,"Only some","HS Diploma","White"
2010,63,4,"Hardly any","Less than HS","Hispanic"
2010,21,4,"Hardly any","HS Diploma","Hispanic"
2010,18,2,"Only some","HS Diploma","Hispanic"
2010,27,1,"Only some","Less than HS","Hispanic"
2010,82,7,"Hardly any","Less than HS","White"
2010,21,4,"Only some","Less than HS","White"
2010,18,3,"Only some","HS Diploma","Hispanic"
2010,43,4,"A great deal","Less than HS","Hispanic"
2010,45,5,"Only some","HS Diploma","Hispanic"
2010,20,1,"A great deal","Less than HS","Black"
2010,57,4,"A great deal","Less than HS","Hispanic"
2010,51,7,"Hardly any","HS Diploma","White"
2010,67,1,"Hardly any","Some College","White"
2010,53,4,"Hardly any","HS Diploma","White"
2010,52,3,"Hardly any","HS Diploma","White"
2010,68,4,"Only some","Grad/Prof Degree","White"
2010,52,7,"Hardly any","HS Diploma","White"
2010,44,6,"Only some","HS Diploma","White"
2010,35,1,"Hardly any","Bachelor's Degree","Hispanic"
2010,24,3,"Only some","HS Diploma","White"
2010,28,1,"Only some","Bachelor's Degree","White"
